	ACCURACY	F1 SCORE	PRECISION	RECALL
0	58.68089233753637	37.10144927536232		
0			56.63716814159292	27.586206896551722
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	68.86517943743938	59.6923076923077		
0			56.94716242661448	62.71551724137932
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	74.87875848690592	65.5982905982906		
0			65.04237288135593	66.16379310344827
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	79.24345295829292	83.00117233294256		
0			91.00257069408741	76.29310344827587
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	83.02618816682832	81.09965635738831		
0			86.55256723716381	76.29310344827587
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	86.32395732298738	83.75690607734806		
0			85.94104308390023	81.68103448275862
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	86.905916585839	79.45776850886338		
0			76.96969696969697	82.11206896551724
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	86.42095053346266	84.10596026490067		
0			86.19909502262443	82.11206896551724
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	87.1968962172648	85.22727272727272		
0			90.14423076923077	80.81896551724138
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	87.29388942774005	85.35754824063564		
0			90.16786570743405	81.03448275862068
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	89.62172647914646	93.43715239154618		
0			96.55172413793103	90.51724137931035
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	89.62172647914646	89.21023359288098		
0			92.18390804597702	86.42241379310344
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.88263821532493	88.56243441762854		
0			86.29856850715747	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.88263821532493	88.56243441762854		
0			86.29856850715747	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	91.36760426770127	94.64847848898216		
0			92.22903885480572	97.19827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	91.36760426770127	94.64847848898216		
0			92.22903885480572	97.19827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	91.36760426770127	94.64847848898216		
0			92.22903885480572	97.19827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.30067895247332	93.65962180200223		
0			96.7816091954023	90.73275862068965
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
	ACCURACY	F1 SCORE	PRECISION	RECALL
0	90.3976721629486	93.77777777777777		
0			96.78899082568807	90.94827586206897
